,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B
0,0.503445863724,0.149620205164,0.0594589188695,0.187742725015,0.120993182063,-0.455494105816,-1.05210292339,0.222818776965,1.45307850838,0.072649076581,-0.0353929549456,0.264730840921,0.371257930994,0.284468442202,1.04985189438,-0.0966201722622,0.150021925569,0.99064505,0.24077824,0.2097796,0.9635098,0.9960783,0.9342954,0.9987501,0.68889177,0.99741447,0.004563293,0.0004553849,0.14172602,6.5936814e-07,8.4896084e-05,0.0004161528,0.056360357,0.00025988396,0.6954746,0.14396445,0.000779563,0.69999295,0.6617982,0.14581569,0.73564076,0.6448374,0.09737636,0.57075524,0.15613225,0.0041899863,0.93356615,0.07033448,0.00040272207,0.4230813,1.2093559e-05,0.00050422637,0.0003358212,0.008818429,0.0008220812,0.1469272,0.9990865,0.9221634,0.99957913,0.9841542,0.96964955,0.80098706,0.99320155,0.16813637,0.59659237
1,0.507199347019,0.167857050896,0.0400267578661,0.18244959414,0.120955862105,-0.440353065729,-1.0498739481,0.221602991223,1.45605373383,0.0735747143626,-0.0693127661943,0.262636482716,0.38380458951,0.285078138113,1.09343922138,-0.0990855693817,0.151693478227,0.9927105,0.24471457,0.21113855,0.96880186,0.99612635,0.9135976,0.9990439,0.68198127,0.99734914,0.005002201,0.00041197587,0.13145302,7.262463e-07,8.968592e-05,0.00042032954,0.07273649,0.00023841848,0.6803011,0.17109671,0.00076513586,0.7026822,0.70308787,0.14367023,0.6974361,0.690129,0.09934036,0.55049443,0.18719439,0.0038968709,0.9251178,0.09064768,0.00039306996,0.42419237,1.3996635e-05,0.0005003998,0.00033267846,0.009157713,0.00079583947,0.14405409,0.9993297,0.910058,0.9994899,0.9860036,0.9712602,0.7703313,0.99439466,0.16399524,0.57099706
2,0.50974714756,0.183946460485,0.0185580402613,0.177242323756,0.121763586998,-0.423581391573,-1.04310786724,0.221703007817,1.46052134037,0.0747011899948,-0.0974534973502,0.259856015444,0.393359482288,0.28609752655,1.13795638084,-0.102196931839,0.157952398062,0.994294,0.24720782,0.21406548,0.97322094,0.9961428,0.88905156,0.99926347,0.6763705,0.9972965,0.00544104,0.0003712378,0.121842265,7.997451e-07,9.447748e-05,0.00042211957,0.09370379,0.00021790541,0.66747004,0.20249115,0.0007554995,0.7059456,0.73963654,0.14243372,0.65583426,0.72913,0.100992516,0.52917165,0.22325408,0.003602564,0.91603863,0.116323076,0.00038345336,0.42723975,1.6056818e-05,0.00049648393,0.00032887256,0.009460934,0.0007658625,0.140731,0.99950624,0.89651525,0.999383,0.98753905,0.97289455,0.7387601,0.99535924,0.16055194,0.5471637
3,0.511661112309,0.19962836802,-0.00426790723577,0.172309890389,0.122834384441,-0.407585591078,-1.0352306366,0.222179695964,1.46463739872,0.0757760480046,-0.123909749091,0.256574690342,0.403964102268,0.287132591009,1.17929375172,-0.105480052531,0.164712280035,0.99546874,0.24899867,0.21812823,0.97666377,0.9961415,0.86136854,0.9994228,0.6707004,0.99726737,0.0058450513,0.00033483066,0.11363571,8.6921614e-07,9.863661e-05,0.00042233153,0.118994966,0.0001975192,0.6566021,0.23633692,0.00074927724,0.71103203,0.769501,0.14123476,0.61450154,0.760776,0.102547675,0.5093439,0.2632483,0.003326561,0.90686804,0.14704676,0.00037250397,0.4337697,1.8154924e-05,0.00048851536,0.00032314798,0.009715191,0.00073790975,0.13807718,0.99963045,0.8820357,0.99926525,0.9886874,0.9744332,0.7071419,0.99610233,0.15698637,0.5256451
4,0.513430416584,0.216045483947,-0.0272550377995,0.167685344815,0.123566247523,-0.392202168703,-1.02760565281,0.222789883614,1.46982729435,0.0765984803438,-0.148143514991,0.253139466047,0.415616184473,0.288269907236,1.21852099895,-0.108582064509,0.170248061419,0.9963744,0.2505888,0.22331366,0.9796291,0.9961385,0.83113384,0.9995448,0.6651584,0.99726945,0.006268533,0.0003025355,0.10637949,9.456655e-07,0.00010260094,0.00042490262,0.1499199,0.00017865928,0.6476422,0.2732989,0.00074311375,0.7176775,0.795797,0.1397055,0.57504755,0.7886335,0.10372479,0.49118575,0.30639774,0.0030759545,0.8981737,0.18384238,0.00036081942,0.4412868,2.0445748e-05,0.0004812058,0.00032081385,0.009975166,0.00071102637,0.1360188,0.99972135,0.8665479,0.99914217,0.9897077,0.97577035,0.67546636,0.9967102,0.15380165,0.5077249
5,0.514351785183,0.22464363277,-0.0484107397497,0.162606850266,0.12716819346,-0.378076642752,-1.02258503437,0.224845185876,1.4709931612,0.0764706581831,-0.178106561303,0.248634368181,0.426891118288,0.291949480772,1.25931143761,-0.110778309405,0.175688832998,0.9971511,0.25084898,0.2286407,0.9824598,0.99617416,0.7959657,0.99964297,0.65753645,0.9972633,0.0067728297,0.00027512826,0.09901161,1.032701e-06,0.000106958214,0.00043165247,0.18800679,0.00016146463,0.6375744,0.31565842,0.00073421944,0.72472316,0.82119495,0.13916948,0.5322583,0.8136473,0.10434095,0.47326848,0.35321793,0.0028324125,0.8895696,0.22753789,0.00034615258,0.44692382,2.2909737e-05,0.0004731141,0.00032225458,0.010338622,0.00068579515,0.1330783,0.9997912,0.84990376,0.998992,0.9907545,0.9770511,0.644367,0.99721897,0.15145738,0.4909609
6,0.514655172825,0.231158271432,-0.0705751255155,0.156927272677,0.131458669901,-0.364522248507,-1.02045619488,0.22741176188,1.47307121754,0.0760038346052,-0.210151329637,0.244207784534,0.44159591198,0.296554297209,1.30036115646,-0.112631335855,0.181624889374,0.9977591,0.2507166,0.23458955,0.9849626,0.99622416,0.7564081,0.99971884,0.64969486,0.9972542,0.0073304707,0.00025018366,0.09218975,1.130151e-06,0.00011135123,0.0004405464,0.2333519,0.00014619104,0.62698865,0.3617804,0.000729569,0.7322206,0.84434617,0.13869587,0.4890326,0.8360324,0.10461533,0.45637283,0.40321735,0.002624713,0.88061094,0.2785047,0.00033268545,0.45253915,2.5638712e-05,0.0004640387,0.00032542562,0.010703837,0.0006601033,0.12996306,0.9998431,0.8321116,0.9988116,0.9917099,0.9782427,0.6127398,0.99764425,0.14911678,0.47528505
7,0.51495051384,0.237594589591,-0.0926635637879,0.151184052229,0.135722994804,-0.351332008839,-1.01837587357,0.229996815324,1.47514033318,0.0755426585674,-0.241969868541,0.239860326052,0.456319570541,0.301216363907,1.33979904652,-0.114501863718,0.187500283122,0.9982369,0.25059184,0.24065037,0.9871111,0.9962728,0.7120266,0.99977857,0.6417248,0.9972441,0.007934728,0.00022763883,0.08580529,1.2375143e-06,0.000115980925,0.00044976882,0.28573734,0.00013242998,0.6163121,0.41055542,0.00072519714,0.7395726,0.8649686,0.13824843,0.4460532,0.85619175,0.10490643,0.43958667,0.45525396,0.002433097,0.8710447,0.33588278,0.0003198622,0.45817745,2.8703718e-05,0.0004553784,0.00032874217,0.011085112,0.00063567725,0.1269161,0.9998821,0.81267935,0.99859864,0.9925667,0.9793697,0.5801516,0.9980039,0.14682472,0.4596847
8,0.515306055546,0.244152724743,-0.114066295326,0.145821988583,0.139603346586,-0.340896040201,-1.01514399052,0.233095556498,1.47395431995,0.0751892179251,-0.275199145079,0.236675560474,0.468501508236,0.306258141994,1.37735891342,-0.11633220315,0.192271828651,0.9986129,0.25022423,0.24738087,0.9889854,0.99627966,0.66158885,0.9998266,0.63308215,0.9972433,0.008643029,0.00020901837,0.07960215,1.3718454e-06,0.00012163162,0.0004641261,0.34712565,0.00011978233,0.6071148,0.46254414,0.00072279264,0.74875367,0.8830004,0.1369937,0.401918,0.87424034,0.10464886,0.4223746,0.51082695,0.0022619145,0.86185586,0.40085724,0.0003069531,0.46555322,3.2388736e-05,0.0004487365,0.00033612535,0.011529922,0.0006138313,0.12362854,0.99991167,0.7906455,0.998345,0.9933216,0.98025644,0.54557216,0.9983076,0.14413929,0.4432741
9,0.515556097031,0.250529110432,-0.135276213288,0.140356749296,0.143473684788,-0.331299453974,-1.01175999641,0.236487954855,1.47215402126,0.0749063491821,-0.308461129665,0.233906388283,0.480111092329,0.311634153128,1.4137493372,-0.118229024112,0.19661462307,0.9989073,0.24980485,0.25407645,0.9905956,0.99627566,0.6060601,0.9998642,0.6244001,0.99723595,0.00944536,0.00019254595,0.0737498,1.5292643e-06,0.00012803334,0.00048049507,0.41417235,0.00010855871,0.5976621,0.51551163,0.0007222648,0.7579026,0.8990179,0.13563061,0.35860637,0.8905076,0.104364865,0.40504056,0.5664565,0.00210921,0.8521528,0.46963367,0.00029493435,0.47290283,3.67111e-05,0.00044312465,0.00034475114,0.012019871,0.00059353106,0.12030575,0.9999337,0.7664942,0.998038,0.99399465,0.98106855,0.50976837,0.9985637,0.14139405,0.42614022
